anomaly_type,rows,positive_support,negative_support,prevalence,predicted_positive_rate,true_negative,false_positive,false_negative,true_positive,precision,recall,f1,f2,accuracy,balanced_accuracy,false_positive_rate,false_negative_rate,specificity,brier_score,expected_calibration_error_10_bin,pr_auc,roc_auc
hidden_provider_shortage+conflicting_reported_balance+weather_recovery_catchup,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.070767448497225,0.2657234500000002,,
hidden_provider_shortage+delayed_ingestion+eid_demand_surge,17,17,0,1.0,0.8235294117647058,0,0,3,14,1.0,0.8235294117647058,0.9032258064516129,0.8536585365853658,0.8235294117647058,0.8235294117647058,,0.17647058823529413,,0.2582893814497391,0.45667571,,
hidden_provider_shortage+delayed_ingestion+large_expected_merchant_activity,29,29,0,1.0,0.896551724137931,0,0,3,26,1.0,0.896551724137931,0.9454545454545454,0.9154929577464789,0.896551724137931,0.896551724137931,,0.10344827586206896,,0.18905340235902768,0.39456271827586215,,
hidden_provider_shortage+delayed_ingestion+university_admission_period,14,14,0,1.0,0.6428571428571429,0,0,5,9,1.0,0.6428571428571429,0.782608695652174,0.6923076923076923,0.6428571428571429,0.6428571428571429,,0.35714285714285715,,0.428403998608962,0.6225602828571428,,
hidden_provider_shortage+delayed_ingestion+weather_recovery_catchup,15,15,0,1.0,0.8666666666666667,0,0,2,13,1.0,0.8666666666666667,0.9285714285714286,0.8904109589041096,0.8666666666666667,0.8666666666666667,,0.13333333333333333,,0.23780767496508162,0.44446890599999994,,
hidden_provider_shortage+duplicate_source_events+eid_demand_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07624136001982654,0.2757535328571429,,
hidden_provider_shortage+duplicate_source_events+legitimate_network_recovery_burst,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08180651072485111,0.285768125,,
hidden_provider_shortage+duplicate_source_events+university_admission_period,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07205160485906575,0.26825326941176464,,
hidden_provider_shortage+incorrect_event_timestamp+eid_demand_surge,12,12,0,1.0,0.5,0,0,6,6,1.0,0.5,0.6666666666666666,0.5555555555555556,0.5,0.5,,0.5,,0.5136220571486506,0.6702814391666666,,
hidden_provider_shortage+incorrect_event_timestamp+large_expected_merchant_activity,17,17,0,1.0,0.47058823529411764,0,0,9,8,1.0,0.47058823529411764,0.64,0.5263157894736842,0.47058823529411764,0.47058823529411764,,0.5294117647058824,,0.5080396926532367,0.6753145629411764,,
hidden_provider_shortage+incorrect_event_timestamp+legitimate_round_amounts,27,27,0,1.0,0.8888888888888888,0,0,3,24,1.0,0.8888888888888888,0.9411764705882353,0.9090909090909091,0.8888888888888888,0.8888888888888888,,0.1111111111111111,,0.20413071248771827,0.3996176025925927,,
hidden_provider_shortage+incorrect_event_timestamp+local_market_event,40,40,0,1.0,0.925,0,0,3,37,1.0,0.925,0.961038961038961,0.9390862944162437,0.925,0.925,,0.075,,0.20769293200334493,0.41872548299999995,,
hidden_provider_shortage+incorrect_event_timestamp+remittance_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.09887894576080061,0.3137582115384616,,
hidden_provider_shortage+incorrect_event_timestamp+weather_recovery_catchup,43,43,0,1.0,0.8372093023255814,0,0,7,36,1.0,0.8372093023255814,0.9113924050632911,0.8653846153846154,0.8372093023255814,0.8372093023255814,,0.16279069767441862,,0.23784635829774475,0.43268933976744184,,
hidden_provider_shortage+missing_interval+legitimate_network_recovery_burst,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.070519228230483,0.26524997249999993,,
hidden_provider_shortage+missing_interval+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06663088828854664,0.2576104707692308,,
hidden_provider_shortage+missing_interval+remittance_payment_day,28,28,0,1.0,1.0,0,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06756717255379587,0.2595178071428572,,
hidden_provider_shortage+missing_interval+salary_day_surge,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0700181043419073,0.2644371070588235,,
hidden_provider_shortage+missing_interval+weather_recovery_catchup,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06783865071426388,0.2601572953846153,,
hidden_provider_shortage+out_of_order_ingestion+eid_demand_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0792166039000416,0.2812070000000001,,
hidden_provider_shortage+out_of_order_ingestion+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06743270366881089,0.25928661230769223,,
hidden_provider_shortage+out_of_order_ingestion+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07147923613955257,0.2670293400000001,,
hidden_provider_shortage+partial_provider_outage+large_expected_merchant_activity,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047743313499906175,0.21791148,,
hidden_provider_shortage+partial_provider_outage+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.060329717699746314,0.24550478800000008,,
hidden_provider_shortage+replayed_transaction_batch+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07124438274105073,0.2667598569230769,,
hidden_provider_shortage+replayed_transaction_batch+legitimate_network_recovery_burst,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07887999023812485,0.28025795249999996,,
hidden_provider_shortage+replayed_transaction_batch+local_market_event,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07767123890614074,0.27830913529411766,,
hidden_provider_shortage+replayed_transaction_batch+remittance_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07982825825247687,0.28218666857142866,,
hidden_provider_shortage+schema_error_simulation+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.09275300839645488,0.30285316374999993,,
hidden_provider_shortage+schema_error_simulation+salary_day_surge,26,26,0,1.0,0.6153846153846154,0,0,10,16,1.0,0.6153846153846154,0.7619047619047619,0.6666666666666666,0.6153846153846154,0.6153846153846154,,0.38461538461538464,,0.4285321120531097,0.5911288419230769,,
hidden_provider_shortage+schema_error_simulation+university_admission_period,12,12,0,1.0,0.9166666666666666,0,0,1,11,1.0,0.9166666666666666,0.9565217391304348,0.9322033898305084,0.9166666666666666,0.9166666666666666,,0.08333333333333333,,0.2200699577356985,0.4295179916666667,,
hidden_provider_shortage+stale_provider_feed+government_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06718736325133577,0.2588718046153846,,
hidden_provider_shortage+stale_provider_feed+large_expected_merchant_activity,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06631301516848645,0.25701686823529424,,
hidden_provider_shortage+stale_provider_feed+local_market_event,33,33,0,1.0,1.0,0,0,0,33,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06711383571114872,0.2584432036363635,,
hidden_provider_shortage+stale_provider_feed+weather_recovery_catchup,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0667042304223634,0.2579159929411765,,
high_value_burst,174,174,0,1.0,0.5459770114942529,0,0,79,95,1.0,0.5459770114942529,0.7063197026022305,0.6005056890012642,0.5459770114942529,0.5459770114942529,,0.4540229885057471,,0.5643654460651993,0.7256167805747126,,
high_value_burst+cached_balance_as_current+large_expected_merchant_activity,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.043348171428163475,0.20563357411764704,,
high_value_burst+cached_balance_as_current+remittance_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0503751253115723,0.2232175842857143,,
high_value_burst+cached_balance_as_current+weather_recovery_catchup,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05137736457606293,0.22492867655172416,,
high_value_burst+conflicting_reported_balance+eid_demand_surge,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.049213601228841636,0.22055359241379316,,
high_value_burst+conflicting_reported_balance+legitimate_round_amounts,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05400554553147651,0.23153370857142863,,
high_value_burst+conflicting_reported_balance+local_market_event,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04910747290964904,0.21928886800000014,,
high_value_burst+conflicting_reported_balance+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04585433213521488,0.21307973600000016,,
high_value_burst+conflicting_reported_balance+university_admission_period,32,32,0,1.0,1.0,0,0,0,32,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.043966211432700256,0.20856959812499984,,
high_value_burst+delayed_ingestion+large_expected_merchant_activity,14,14,0,1.0,0.21428571428571427,0,0,11,3,1.0,0.21428571428571427,0.35294117647058826,0.2542372881355932,0.21428571428571427,0.21428571428571427,,0.7857142857142857,,0.7567432050973192,0.8637602078571428,,
high_value_burst+duplicate_source_events+eid_demand_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05359562905631369,0.23037267500000003,,
high_value_burst+duplicate_source_events+legitimate_network_recovery_burst,26,26,0,1.0,1.0,0,0,0,26,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.052329129651247766,0.22774905307692303,,
high_value_burst+duplicate_source_events+remittance_payment_day,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.059120010963790944,0.2417760952941177,,
high_value_burst+duplicate_source_events+weather_recovery_catchup,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05225844068782975,0.22551838615384623,,
high_value_burst+incorrect_event_timestamp+eid_demand_surge,16,16,0,1.0,0.125,0,0,14,2,1.0,0.125,0.2222222222222222,0.15151515151515152,0.125,0.125,,0.875,,0.8167117863060286,0.902360695,,
high_value_burst+incorrect_event_timestamp+government_payment_day,11,11,0,1.0,0.6363636363636364,0,0,4,7,1.0,0.6363636363636364,0.7777777777777778,0.6862745098039216,0.6363636363636364,0.6363636363636364,,0.36363636363636365,,0.5193285743093258,0.6966529145454545,,
high_value_burst+incorrect_event_timestamp+large_expected_merchant_activity,33,33,0,1.0,0.8181818181818182,0,0,6,27,1.0,0.8181818181818182,0.9,0.8490566037735849,0.8181818181818182,0.8181818181818182,,0.18181818181818182,,0.4129085341792157,0.6094489587878789,,
high_value_burst+incorrect_event_timestamp+legitimate_network_recovery_burst,17,17,0,1.0,0.0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.885524581712642,0.9405418252941177,,
high_value_burst+incorrect_event_timestamp+remittance_payment_day,14,14,0,1.0,0.0,0,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.840731855677425,0.9160378307142857,,
high_value_burst+incorrect_event_timestamp+salary_day_surge,30,30,0,1.0,0.1,0,0,27,3,1.0,0.1,0.18181818181818182,0.12195121951219512,0.1,0.1,,0.9,,0.8335219447931618,0.9113469276666668,,
high_value_burst+missing_interval+eid_demand_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.048926147670572406,0.21942245142857142,,
high_value_burst+out_of_order_ingestion+government_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04678738488956423,0.21547841199999995,,
high_value_burst+out_of_order_ingestion+salary_day_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.059117604168121875,0.24139734374999994,,
high_value_burst+out_of_order_ingestion+university_admission_period,32,32,0,1.0,1.0,0,0,0,32,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.051208785667101825,0.2250117337500001,,
high_value_burst+partial_provider_outage+eid_demand_surge,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04847184557756428,0.21942693176470573,,
high_value_burst+partial_provider_outage+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.028876728868049706,0.16883046750000008,,
high_value_burst+partial_provider_outage+large_expected_merchant_activity,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03303850693726568,0.18105313764705883,,
high_value_burst+partial_provider_outage+remittance_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03524550374725853,0.1869933562499999,,
high_value_burst+replayed_transaction_batch+large_expected_merchant_activity,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.054044216012316605,0.2315910899999998,,
high_value_burst+schema_error_simulation+legitimate_round_amounts,12,12,0,1.0,0.8333333333333334,0,0,2,10,1.0,0.8333333333333334,0.9090909090909091,0.8620689655172413,0.8333333333333334,0.8333333333333334,,0.16666666666666666,,0.5296088367960085,0.7051118383333334,,
high_value_burst+schema_error_simulation+weather_recovery_catchup,17,17,0,1.0,0.7647058823529411,0,0,4,13,1.0,0.7647058823529411,0.8666666666666667,0.8024691358024691,0.7647058823529411,0.7647058823529411,,0.23529411764705882,,0.4533814851444179,0.6453205352941177,,
high_value_burst+stale_provider_feed+remittance_payment_day,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.051630348577211785,0.22580305764705882,,
high_value_burst+stale_provider_feed+salary_day_surge,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05610996973286918,0.2344710923076924,,
incorrect_event_timestamp,308,308,0,1.0,0.022727272727272728,0,0,301,7,1.0,0.022727272727272728,0.044444444444444446,0.02824858757062147,0.022727272727272728,0.022727272727272728,,0.9772727272727273,,0.7999306160224512,0.8929163320129871,,
large_expected_merchant_activity,691,0,691,0.0,0.1649782923299566,577,114,0,0,0.0,0.0,0.0,0.0,0.8350217076700435,0.8350217076700435,0.1649782923299566,,0.8350217076700435,0.023157635604375313,0.13359208881331405,,
legitimate_network_recovery_burst,641,0,641,0.0,0.0109204368174727,634,7,0,0,0.0,0.0,0.0,0.0,0.9890795631825273,0.9890795631825273,0.0109204368174727,,0.9890795631825273,0.004561126548799608,0.05158116502340093,,
legitimate_round_amounts,780,0,780,0.0,0.18076923076923077,639,141,0,0,0.0,0.0,0.0,0.0,0.8192307692307692,0.8192307692307692,0.18076923076923077,,0.8192307692307692,0.030209226335523136,0.14498264851282053,,
local_market_event,765,0,765,0.0,0.0196078431372549,750,15,0,0,0.0,0.0,0.0,0.0,0.9803921568627451,0.9803921568627451,0.0196078431372549,,0.9803921568627451,0.004742515136390923,0.05530422947712419,,
missing_interval,264,264,0,1.0,1.0,0,0,0,264,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0677371957224344,0.2599302447727273,,
normal,24491,0,24491,0.0,0.014821771262912906,24128,363,0,0,0.0,0.0,0.0,0.0,0.985178228737087,0.985178228737087,0.014821771262912906,,0.985178228737087,0.010201116025276218,0.08765679480829693,,
out_of_order_ingestion,236,236,0,1.0,1.0,0,0,0,236,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07006022057564061,0.2643317931355933,,
partial_provider_outage,261,261,0,1.0,0.9923371647509579,0,0,2,259,1.0,0.9923371647509579,0.9961538461538462,0.9938603223330775,0.9923371647509579,0.9923371647509579,,0.007662835249042145,,0.0556908038804992,0.22871072413793092,,
provider_demand_shift,153,153,0,1.0,1.0,0,0,0,153,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07441665387927923,0.271437458366013,,
provider_demand_shift+cached_balance_as_current+large_expected_merchant_activity,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06947867941257001,0.26311455000000006,,
provider_demand_shift+cached_balance_as_current+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07092397669622459,0.2661028299999999,,
provider_demand_shift+cached_balance_as_current+local_market_event,28,28,0,1.0,1.0,0,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06977162101888698,0.26376977571428584,,
provider_demand_shift+conflicting_reported_balance+salary_day_surge,11,11,0,1.0,1.0,0,0,0,11,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06582911835199352,0.25616473090909087,,
provider_demand_shift+conflicting_reported_balance+university_admission_period,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06763585575916607,0.2597543584615385,,
provider_demand_shift+conflicting_reported_balance+weather_recovery_catchup,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0653089804293486,0.25482872999999995,,
provider_demand_shift+delayed_ingestion+remittance_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08400899868578195,0.2895016766666666,,
provider_demand_shift+duplicate_source_events+government_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07348674071356615,0.2705236615384615,,
provider_demand_shift+duplicate_source_events+local_market_event,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07816998239045865,0.2790890625000001,,
provider_demand_shift+incorrect_event_timestamp+eid_demand_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0839787780889074,0.2896066499999999,,
provider_demand_shift+incorrect_event_timestamp+government_payment_day,28,28,0,1.0,1.0,0,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0743490257689809,0.27241418357142855,,
provider_demand_shift+incorrect_event_timestamp+remittance_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08729637841665859,0.29540380615384615,,
provider_demand_shift+missing_interval+eid_demand_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06853421389295858,0.2615680012499999,,
provider_demand_shift+missing_interval+large_expected_merchant_activity,32,32,0,1.0,1.0,0,0,0,32,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06683175695760459,0.25810276500000007,,
provider_demand_shift+missing_interval+legitimate_network_recovery_burst,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06732688913066627,0.25908415764705883,,
provider_demand_shift+out_of_order_ingestion+government_payment_day,23,23,0,1.0,1.0,0,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07041452371490035,0.2650540330434782,,
provider_demand_shift+out_of_order_ingestion+large_expected_merchant_activity,11,11,0,1.0,1.0,0,0,0,11,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07109571584425484,0.26652484363636364,,
provider_demand_shift+out_of_order_ingestion+legitimate_round_amounts,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0710126688863825,0.2662991720000001,,
provider_demand_shift+partial_provider_outage+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.047322697023061876,0.21697073625000002,,
provider_demand_shift+partial_provider_outage+legitimate_network_recovery_burst,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06082282979320707,0.24642125538461535,,
provider_demand_shift+replayed_transaction_batch+university_admission_period,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06998197955191439,0.2642982800000001,,
provider_demand_shift+schema_error_simulation+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07283203770604613,0.26934241125,,
provider_demand_shift+schema_error_simulation+large_expected_merchant_activity,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07315943490445151,0.27015100588235286,,
provider_demand_shift+schema_error_simulation+legitimate_round_amounts,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08301512093778957,0.28311995117647065,,
provider_demand_shift+schema_error_simulation+local_market_event,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08707940188172571,0.29500986,,
provider_demand_shift+stale_provider_feed+government_payment_day,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06749540718813127,0.2595355376470587,,
provider_demand_shift+stale_provider_feed+large_expected_merchant_activity,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06678939724977892,0.25814950875,,
provider_demand_shift+stale_provider_feed+local_market_event,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0667433117337513,0.2579759450000001,,
provider_e_money_depletion,263,263,0,1.0,0.8935361216730038,0,0,28,235,1.0,0.8935361216730038,0.9437751004016064,0.912975912975913,0.8935361216730038,0.8935361216730038,,0.10646387832699619,,0.18997551990306444,0.39205068384030417,,
provider_e_money_depletion+cached_balance_as_current+government_payment_day,31,31,0,1.0,1.0,0,0,0,31,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06762156647011221,0.25967543999999987,,
provider_e_money_depletion+cached_balance_as_current+legitimate_round_amounts,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06616154108012337,0.2568257894117646,,
provider_e_money_depletion+cached_balance_as_current+salary_day_surge,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07106627684422327,0.2658260815384616,,
provider_e_money_depletion+conflicting_reported_balance+legitimate_network_recovery_burst,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.068757570312738,0.2617577299999999,,
provider_e_money_depletion+conflicting_reported_balance+legitimate_round_amounts,28,28,0,1.0,1.0,0,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0693977265162117,0.26322324642857153,,
provider_e_money_depletion+conflicting_reported_balance+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07157555632137544,0.2672108676923076,,
provider_e_money_depletion+conflicting_reported_balance+weather_recovery_catchup,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06711859050770903,0.25842281199999995,,
provider_e_money_depletion+delayed_ingestion+university_admission_period,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08670933793152204,0.2933409025,,
provider_e_money_depletion+duplicate_source_events+government_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07176721582421768,0.2676359614285714,,
provider_e_money_depletion+duplicate_source_events+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07131778844221247,0.26665107230769225,,
provider_e_money_depletion+duplicate_source_events+local_market_event,24,24,0,1.0,1.0,0,0,0,24,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0794244026339679,0.2813540449999999,,
provider_e_money_depletion+incorrect_event_timestamp+eid_demand_surge,14,14,0,1.0,0.42857142857142855,0,0,8,6,1.0,0.42857142857142855,0.6,0.4838709677419355,0.42857142857142855,0.42857142857142855,,0.5714285714285714,,0.6736530271376652,0.8087773078571426,,
provider_e_money_depletion+incorrect_event_timestamp+remittance_payment_day,32,32,0,1.0,0.53125,0,0,15,17,1.0,0.53125,0.6938775510204082,0.5862068965517241,0.53125,0.53125,,0.46875,,0.4461845749341683,0.61084635875,,
provider_e_money_depletion+incorrect_event_timestamp+university_admission_period,17,17,0,1.0,0.8235294117647058,0,0,3,14,1.0,0.8235294117647058,0.9032258064516129,0.8536585365853658,0.8235294117647058,0.8235294117647058,,0.17647058823529413,,0.2660216909536078,0.46690337705882345,,
provider_e_money_depletion+missing_interval+large_expected_merchant_activity,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06627400937975207,0.25684438,,
provider_e_money_depletion+missing_interval+local_market_event,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06867176684786556,0.26159092235294124,,
provider_e_money_depletion+missing_interval+remittance_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0670364726812038,0.2584592185714285,,
provider_e_money_depletion+out_of_order_ingestion+legitimate_round_amounts,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06902226251513364,0.2622722329411765,,
provider_e_money_depletion+out_of_order_ingestion+local_market_event,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07777584256922485,0.27816835125000006,,
provider_e_money_depletion+out_of_order_ingestion+salary_day_surge,11,11,0,1.0,1.0,0,0,0,11,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07490282298595362,0.27319644545454547,,
provider_e_money_depletion+out_of_order_ingestion+university_admission_period,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0682250924718402,0.26090153000000005,,
provider_e_money_depletion+out_of_order_ingestion+weather_recovery_catchup,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07260521153629342,0.2692424682352941,,
provider_e_money_depletion+partial_provider_outage+government_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.049861751572139776,0.2229789333333333,,
provider_e_money_depletion+partial_provider_outage+legitimate_network_recovery_burst,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06175641222107142,0.24821823230769224,,
