anomaly_type,rows,positive_support,negative_support,prevalence,predicted_positive_rate,true_negative,false_positive,false_negative,true_positive,precision,recall,f1,f2,accuracy,balanced_accuracy,false_positive_rate,false_negative_rate,specificity,brier_score,expected_calibration_error_10_bin,pr_auc,roc_auc
shared_cash_depletion+duplicate_source_events+salary_day_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08313028250945961,0.2878488412500001,,
shared_cash_depletion+incorrect_event_timestamp+legitimate_network_recovery_burst,16,16,0,1.0,0.9375,0,0,1,15,1.0,0.9375,0.967741935483871,0.9493670886075949,0.9375,0.9375,,0.0625,,0.17825425052682597,0.39489573125,,
shared_cash_depletion+incorrect_event_timestamp+legitimate_round_amounts,17,17,0,1.0,0.7647058823529411,0,0,4,13,1.0,0.7647058823529411,0.8666666666666667,0.8024691358024691,0.7647058823529411,0.7647058823529411,,0.23529411764705882,,0.2516794703119128,0.4354547958823529,,
shared_cash_depletion+incorrect_event_timestamp+remittance_payment_day,12,12,0,1.0,0.8333333333333334,0,0,2,10,1.0,0.8333333333333334,0.9090909090909091,0.8620689655172413,0.8333333333333334,0.8333333333333334,,0.16666666666666666,,0.264999603785206,0.46129037749999985,,
shared_cash_depletion+incorrect_event_timestamp+salary_day_surge,13,13,0,1.0,0.8461538461538461,0,0,2,11,1.0,0.8461538461538461,0.9166666666666666,0.873015873015873,0.8461538461538461,0.8461538461538461,,0.15384615384615385,,0.21184887125199253,0.40829628230769227,,
shared_cash_depletion+missing_interval+government_payment_day,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06900418905594331,0.26231664352941186,,
shared_cash_depletion+missing_interval+legitimate_network_recovery_burst,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06813121994776525,0.2606103423529412,,
shared_cash_depletion+missing_interval+legitimate_round_amounts,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06299940770221372,0.25039239428571414,,
shared_cash_depletion+out_of_order_ingestion+eid_demand_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07617012848792099,0.27583135,,
shared_cash_depletion+out_of_order_ingestion+legitimate_network_recovery_burst,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07694537482745244,0.27693363800000004,,
shared_cash_depletion+out_of_order_ingestion+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07457168227525889,0.272963025,,
shared_cash_depletion+out_of_order_ingestion+salary_day_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07832243912863261,0.27931788000000013,,
shared_cash_depletion+out_of_order_ingestion+university_admission_period,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07040257569522049,0.26507561599999996,,
shared_cash_depletion+partial_provider_outage+legitimate_network_recovery_burst,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06292743392968718,0.2505656512500001,,
shared_cash_depletion+partial_provider_outage+legitimate_round_amounts,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.061991821249752777,0.2393252620000001,,
shared_cash_depletion+partial_provider_outage+local_market_event,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06348360313683828,0.25174072941176473,,
shared_cash_depletion+replayed_transaction_batch+government_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07208526432079672,0.26791145571428565,,
shared_cash_depletion+replayed_transaction_batch+salary_day_surge,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07897402250983884,0.2805710123076923,,
shared_cash_depletion+replayed_transaction_batch+university_admission_period,28,28,0,1.0,1.0,0,0,0,28,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07139675873477101,0.26682971392857147,,
shared_cash_depletion+schema_error_simulation+university_admission_period,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.10506702490615515,0.31724589875000003,,
shared_cash_depletion+stale_provider_feed+government_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06574940701007374,0.2558291271428571,,
shared_cash_depletion+stale_provider_feed+large_expected_merchant_activity,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06899475083865673,0.262454132,,
shared_cash_depletion+stale_provider_feed+legitimate_round_amounts,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06261784940198752,0.24962049000000008,,
shared_cash_depletion+stale_provider_feed+salary_day_surge,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07134173902670782,0.2665476562500001,,
shared_cash_depletion+stale_provider_feed+weather_recovery_catchup,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06716111839771553,0.25889372470588234,,
simultaneous_liquidity_pressure,251,251,0,1.0,0.02390438247011952,0,0,245,6,1.0,0.02390438247011952,0.04669260700389105,0.0297029702970297,0.02390438247011952,0.02390438247011952,,0.9760956175298805,,0.797741413571947,0.8920979956175299,,
simultaneous_liquidity_pressure+cached_balance_as_current+eid_demand_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0734114703006318,0.27054233,,
simultaneous_liquidity_pressure+cached_balance_as_current+remittance_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06797309984768592,0.2601178559999999,,
simultaneous_liquidity_pressure+conflicting_reported_balance+eid_demand_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07006687421876544,0.26409505599999994,,
simultaneous_liquidity_pressure+conflicting_reported_balance+large_expected_merchant_activity,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06668578126546448,0.25793566875000007,,
simultaneous_liquidity_pressure+conflicting_reported_balance+weather_recovery_catchup,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06906540598679296,0.26258136,,
simultaneous_liquidity_pressure+delayed_ingestion+remittance_payment_day,16,16,0,1.0,0.25,0,0,12,4,1.0,0.25,0.4,0.29411764705882354,0.25,0.25,,0.75,,0.7351964834040144,0.85507752875,,
simultaneous_liquidity_pressure+delayed_ingestion+university_admission_period,13,13,0,1.0,0.0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.7245530274871308,0.85112075,,
simultaneous_liquidity_pressure+duplicate_source_events+eid_demand_surge,26,26,0,1.0,1.0,0,0,0,26,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08401493687610125,0.2893793953846154,,
simultaneous_liquidity_pressure+duplicate_source_events+legitimate_round_amounts,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06906012885356529,0.2620610442857141,,
simultaneous_liquidity_pressure+duplicate_source_events+local_market_event,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08148744851761079,0.28501554800000006,,
simultaneous_liquidity_pressure+duplicate_source_events+university_admission_period,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07477849212348493,0.2732908966666666,,
simultaneous_liquidity_pressure+incorrect_event_timestamp+government_payment_day,13,13,0,1.0,0.0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.7880942760900265,0.8875408569230769,,
simultaneous_liquidity_pressure+incorrect_event_timestamp+local_market_event,16,16,0,1.0,0.0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.946208423463869,0.97266267875,,
simultaneous_liquidity_pressure+incorrect_event_timestamp+remittance_payment_day,17,17,0,1.0,0.17647058823529413,0,0,14,3,1.0,0.17647058823529413,0.3,0.2112676056338028,0.17647058823529413,0.17647058823529413,,0.8235294117647058,,0.7332641329301449,0.849635247647059,,
simultaneous_liquidity_pressure+missing_interval+government_payment_day,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06785500543383337,0.2600576199999999,,
simultaneous_liquidity_pressure+missing_interval+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06941062373581909,0.2632495707692306,,
simultaneous_liquidity_pressure+missing_interval+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0664440318083265,0.25724854499999994,,
simultaneous_liquidity_pressure+missing_interval+remittance_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0655757735418585,0.25572827500000006,,
simultaneous_liquidity_pressure+missing_interval+university_admission_period,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0659569886550029,0.25637621599999993,,
simultaneous_liquidity_pressure+out_of_order_ingestion+eid_demand_surge,11,11,0,1.0,1.0,0,0,0,11,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07574761200173302,0.2745618654545455,,
simultaneous_liquidity_pressure+out_of_order_ingestion+legitimate_network_recovery_burst,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07620353342125848,0.27503646800000003,,
simultaneous_liquidity_pressure+partial_provider_outage+eid_demand_surge,15,15,0,1.0,0.9333333333333333,0,0,1,14,1.0,0.9333333333333333,0.9655172413793104,0.9459459459459459,0.9333333333333333,0.9333333333333333,,0.06666666666666667,,0.11609472732471549,0.2942408693333333,,
simultaneous_liquidity_pressure+partial_provider_outage+government_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05121532241096489,0.22620042499999993,,
simultaneous_liquidity_pressure+partial_provider_outage+large_expected_merchant_activity,27,27,0,1.0,1.0,0,0,0,27,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05090435750971826,0.22536412666666647,,
simultaneous_liquidity_pressure+partial_provider_outage+legitimate_network_recovery_burst,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06287349437594879,0.25057318400000006,,
simultaneous_liquidity_pressure+partial_provider_outage+legitimate_round_amounts,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05116964173562975,0.22611938399999998,,
simultaneous_liquidity_pressure+partial_provider_outage+remittance_payment_day,28,28,0,1.0,0.9642857142857143,0,0,1,27,1.0,0.9642857142857143,0.9818181818181818,0.9712230215827338,0.9642857142857143,0.9642857142857143,,0.03571428571428571,,0.08960680388394426,0.27158446571428563,,
simultaneous_liquidity_pressure+partial_provider_outage+salary_day_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0583208116155495,0.24108150500000003,,
simultaneous_liquidity_pressure+partial_provider_outage+weather_recovery_catchup,29,29,0,1.0,1.0,0,0,0,29,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.050572130292523984,0.22461598137931016,,
simultaneous_liquidity_pressure+replayed_transaction_batch+legitimate_network_recovery_burst,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.08195896646972196,0.2860296741176471,,
simultaneous_liquidity_pressure+replayed_transaction_batch+university_admission_period,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06894905194243521,0.2622963505882353,,
simultaneous_liquidity_pressure+schema_error_simulation+large_expected_merchant_activity,16,16,0,1.0,0.0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.7688594817590295,0.876695563125,,
simultaneous_liquidity_pressure+schema_error_simulation+legitimate_network_recovery_burst,17,17,0,1.0,0.0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.9327008883692173,0.9656523711764706,,
simultaneous_liquidity_pressure+schema_error_simulation+legitimate_round_amounts,17,17,0,1.0,0.0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.8099368530596696,0.8993883276470589,,
simultaneous_liquidity_pressure+schema_error_simulation+remittance_payment_day,17,17,0,1.0,0.0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.8707984821285194,0.9324853941176471,,
simultaneous_liquidity_pressure+stale_provider_feed+large_expected_merchant_activity,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06719884047493174,0.258728344,,
small_account_cluster,197,197,0,1.0,1.0,0,0,0,197,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.042303292248965736,0.20103446208121828,,
small_account_cluster+cached_balance_as_current+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.036321242553524494,0.18845106461538463,,
small_account_cluster+cached_balance_as_current+legitimate_network_recovery_burst,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.034376940494733124,0.1843446079999999,,
small_account_cluster+cached_balance_as_current+university_admission_period,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.029758519409693523,0.17060332800000003,,
small_account_cluster+conflicting_reported_balance+local_market_event,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.027346973799339418,0.16356693692307686,,
small_account_cluster+delayed_ingestion+large_expected_merchant_activity,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03266257703314246,0.17909862437500002,,
small_account_cluster+delayed_ingestion+remittance_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.051451327319193045,0.22495781562499995,,
small_account_cluster+delayed_ingestion+salary_day_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.11438477425962247,0.2912209241666667,,
small_account_cluster+duplicate_source_events+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.029006085501462154,0.16964141249999998,,
small_account_cluster+incorrect_event_timestamp+local_market_event,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07773361610158414,0.26044722750000016,,
small_account_cluster+incorrect_event_timestamp+remittance_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.049164414360187876,0.22015325214285714,,
small_account_cluster+incorrect_event_timestamp+salary_day_surge,26,26,0,1.0,0.9615384615384616,0,0,1,25,1.0,0.9615384615384616,0.9803921568627451,0.9689922480620154,0.9615384615384616,0.9615384615384616,,0.038461538461538464,,0.07040191900034881,0.23616760615384622,,
small_account_cluster+missing_interval+legitimate_network_recovery_burst,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.024737352187910653,0.15649970142857128,,
small_account_cluster+missing_interval+remittance_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.032957109758343296,0.180227905,,
small_account_cluster+missing_interval+weather_recovery_catchup,31,31,0,1.0,1.0,0,0,0,31,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.028567482201288696,0.16722193935483878,,
small_account_cluster+out_of_order_ingestion+government_payment_day,27,27,0,1.0,1.0,0,0,0,27,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03461908213869734,0.18507511111111102,,
small_account_cluster+out_of_order_ingestion+legitimate_network_recovery_burst,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04180713866346433,0.20318009076923066,,
small_account_cluster+out_of_order_ingestion+local_market_event,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.030869703821457244,0.17430378600000013,,
small_account_cluster+out_of_order_ingestion+remittance_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03898978994589368,0.19544650124999993,,
small_account_cluster+partial_provider_outage+government_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0183083543370741,0.13441901499999986,,
small_account_cluster+partial_provider_outage+weather_recovery_catchup,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.023327966200863123,0.15174682800000006,,
small_account_cluster+replayed_transaction_batch+local_market_event,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.036767645055969744,0.18854860500000004,,
small_account_cluster+schema_error_simulation+eid_demand_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.05961284802172069,0.24011990357142865,,
small_account_cluster+schema_error_simulation+legitimate_round_amounts,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0336506376414072,0.1813653806249999,,
small_account_cluster+schema_error_simulation+remittance_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.039634441152772586,0.1979121223076923,,
small_account_cluster+schema_error_simulation+university_admission_period,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04746659939561482,0.1997665164705883,,
small_account_cluster+schema_error_simulation+weather_recovery_catchup,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06704051974490238,0.24178175230769236,,
small_account_cluster+stale_provider_feed+large_expected_merchant_activity,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.02679175155171397,0.16233119,,
stale_provider_feed,280,280,0,1.0,1.0,0,0,0,280,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06678012701808388,0.25801388378571416,,
transaction_splitting,100,100,0,1.0,0.99,0,0,1,99,1.0,0.99,0.9949748743718593,0.9919839679358717,0.99,0.99,,0.01,,0.05126604906820984,0.20700706939999997,,
transaction_splitting+cached_balance_as_current+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03159410819514817,0.17662015875000012,,
transaction_splitting+cached_balance_as_current+large_expected_merchant_activity,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.02563897129935618,0.15942720923076925,,
transaction_splitting+cached_balance_as_current+legitimate_round_amounts,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0244550439038226,0.15549158000000007,,
transaction_splitting+cached_balance_as_current+remittance_payment_day,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.02175793603931674,0.14626477714285702,,
transaction_splitting+conflicting_reported_balance+legitimate_network_recovery_burst,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.02324595055764144,0.14990321600000006,,
transaction_splitting+conflicting_reported_balance+salary_day_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03132641712364071,0.17197079571428564,,
transaction_splitting+delayed_ingestion+eid_demand_surge,15,15,0,1.0,0.9333333333333333,0,0,1,14,1.0,0.9333333333333333,0.9655172413793104,0.9459459459459459,0.9333333333333333,0.9333333333333333,,0.06666666666666667,,0.10767931267398806,0.28100469533333333,,
transaction_splitting+delayed_ingestion+large_expected_merchant_activity,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.028874123334083075,0.16794618714285708,,
transaction_splitting+duplicate_source_events+eid_demand_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03847332994328232,0.19445993999999994,,
transaction_splitting+duplicate_source_events+remittance_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03586407940140563,0.18768457384615383,,
transaction_splitting+duplicate_source_events+salary_day_surge,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03182243830202494,0.17604445285714287,,
transaction_splitting+duplicate_source_events+university_admission_period,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.028102614786989322,0.16589047875,,
transaction_splitting+duplicate_source_events+weather_recovery_catchup,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0241941317736906,0.15413978142857143,,
transaction_splitting+incorrect_event_timestamp+government_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03574291980478688,0.1876816525,,
transaction_splitting+incorrect_event_timestamp+large_expected_merchant_activity,26,26,0,1.0,1.0,0,0,0,26,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.027602853315870368,0.1633809834615382,,
transaction_splitting+incorrect_event_timestamp+legitimate_round_amounts,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.050528495739735495,0.2138934862500001,,
transaction_splitting+incorrect_event_timestamp+salary_day_surge,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.043782733778187664,0.19926715899999997,,
transaction_splitting+out_of_order_ingestion+university_admission_period,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03536539973376798,0.18639437999999997,,
transaction_splitting+partial_provider_outage+eid_demand_surge,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.029344720588201447,0.16992953600000002,,
transaction_splitting+partial_provider_outage+large_expected_merchant_activity,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.021052743178191165,0.14302603285714297,,
transaction_splitting+partial_provider_outage+legitimate_network_recovery_burst,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.01769877312291969,0.13219934769230768,,
transaction_splitting+partial_provider_outage+salary_day_surge,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0189731610361605,0.13679580499999988,,
transaction_splitting+partial_provider_outage+university_admission_period,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.019790724688477458,0.1400312185714283,,
transaction_splitting+replayed_transaction_batch+legitimate_round_amounts,15,15,0,1.0,1.0,0,0,0,15,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.024672220150572,0.15531132000000003,,
transaction_splitting+replayed_transaction_batch+university_admission_period,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.032504981367334984,0.17947417384615394,,
transaction_splitting+replayed_transaction_batch+weather_recovery_catchup,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0293142214122435,0.17031335499999997,,
transaction_splitting+schema_error_simulation+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.03558609589604196,0.18646357999999996,,
transaction_splitting+schema_error_simulation+local_market_event,14,14,0,1.0,1.0,0,0,0,14,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.045198252402540114,0.2059755092857143,,
transaction_splitting+schema_error_simulation+remittance_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06876796693101171,0.2421025100000001,,
transaction_splitting+stale_provider_feed+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.030070583110852426,0.17198087624999991,,
unexpected_early_threshold_crossing,267,267,0,1.0,0.850187265917603,0,0,40,227,1.0,0.850187265917603,0.9190283400809717,0.8764478764478765,0.850187265917603,0.850187265917603,,0.149812734082397,,0.2220177322503306,0.4174179847940075,,
unexpected_early_threshold_crossing+cached_balance_as_current+government_payment_day,16,16,0,1.0,1.0,0,0,0,16,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06747890590369396,0.25923303,,
unexpected_early_threshold_crossing+cached_balance_as_current+local_market_event,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0667755823291147,0.25770334941176476,,
unexpected_early_threshold_crossing+cached_balance_as_current+remittance_payment_day,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06873390004678975,0.2620446876923077,,
unexpected_early_threshold_crossing+conflicting_reported_balance+large_expected_merchant_activity,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06258817052028996,0.2494232500000001,,
unexpected_early_threshold_crossing+conflicting_reported_balance+legitimate_network_recovery_burst,17,17,0,1.0,1.0,0,0,0,17,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06663092173525398,0.257823134117647,,
unexpected_early_threshold_crossing+conflicting_reported_balance+legitimate_round_amounts,26,26,0,1.0,1.0,0,0,0,26,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06638774305417214,0.2572134530769231,,
unexpected_early_threshold_crossing+conflicting_reported_balance+salary_day_surge,30,30,0,1.0,1.0,0,0,0,30,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.06776175472915319,0.25978188800000007,,
unexpected_early_threshold_crossing+delayed_ingestion+eid_demand_surge,13,13,0,1.0,1.0,0,0,0,13,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.19831488592264093,0.42809489769230774,,
unexpected_early_threshold_crossing+delayed_ingestion+local_market_event,15,15,0,1.0,0.6,0,0,6,9,1.0,0.6,0.75,0.6521739130434783,0.6,0.6,,0.4,,0.49425351106649756,0.6505222559999999,,
unexpected_early_threshold_crossing+duplicate_source_events+government_payment_day,12,12,0,1.0,1.0,0,0,0,12,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.07015042250858249,0.2647118749999998,,
